Àrea teritorial codi,Àrea territorial,Comarca codi,Comarca,Municipi codi,Municipi,Districte codi,Naturalesa,Titularitat,Estudis,Curs,Sexe,Concert,Resultat de l'avaluació,Nombre d'avaluats
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810103,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,,No promocionen,10
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810103,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,,Promocionen al mes de juny,40
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810103,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,,Promocionen al mes de setembre,7
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810103,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,,Promocionen amb pendents,27
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810103,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,,Alumnes avaluats,95
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810103,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,,No promocionen,11
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810103,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,,Promocionen al mes de juny,27
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810103,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,,Promocionen al mes de setembre,17
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810103,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,,Promocionen amb pendents,40
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810103,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,,Alumnes avaluats,71
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810103,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,,No promocionen,3
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810103,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,,Promocionen al mes de juny,40
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810103,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,,Promocionen al mes de setembre,20
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810103,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,,S'ha expedit certificat,8
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810103,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,,Alumnes avaluats,90
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810103,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,,No promocionen,9
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810103,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,,Promocionen al mes de juny,43
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810103,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,,Promocionen al mes de setembre,29
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810103,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,,S'ha expedit certificat,9
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,SI,Alumnes avaluats,11
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,SI,No promocionen,2
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,SI,Promocionen al mes de juny,3
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,SI,Promocionen al mes de setembre,2
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,SI,Promocionen amb pendents,4
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,SI,Alumnes avaluats,13
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,SI,No promocionen,1
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,SI,Promocionen al mes de juny,3
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,SI,Promocionen al mes de setembre,2
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,SI,Promocionen amb pendents,7
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,SI,Alumnes avaluats,14
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,SI,No promocionen,2
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,SI,Promocionen al mes de juny,1
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,SI,Promocionen al mes de setembre,4
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,SI,Promocionen amb pendents,7
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,SI,Alumnes avaluats,16
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,SI,Promocionen al mes de juny,1
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,SI,Promocionen al mes de setembre,6
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,SI,Promocionen amb pendents,9
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,SI,Alumnes avaluats,7
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,SI,Promocionen al mes de juny,2
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,SI,Promocionen al mes de setembre,1
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,SI,Promocionen amb pendents,4
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,SI,Alumnes avaluats,19
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,SI,Promocionen al mes de juny,5
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,SI,Promocionen al mes de setembre,4
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,SI,Promocionen amb pendents,10
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,SI,Alumnes avaluats,15
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,SI,No promocionen,1
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,SI,Promocionen al mes de juny,7
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,SI,Promocionen al mes de setembre,7
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,SI,Alumnes avaluats,12
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,SI,No promocionen,1
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,SI,Promocionen al mes de juny,5
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,SI,Promocionen al mes de setembre,5
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,COOPERATIVES,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,SI,S'ha expedit certificat,1
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,SI,Alumnes avaluats,45
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,SI,No promocionen,3
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,SI,Promocionen al mes de juny,25
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,SI,Promocionen al mes de setembre,3
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,SI,Promocionen amb pendents,14
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,SI,Alumnes avaluats,43
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,SI,No promocionen,3
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,SI,Promocionen al mes de juny,11
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,SI,Promocionen al mes de setembre,9
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,SI,Promocionen amb pendents,20
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,SI,Alumnes avaluats,52
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,SI,No promocionen,1
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,SI,Promocionen al mes de juny,28
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,SI,Promocionen al mes de setembre,6
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,SI,Promocionen amb pendents,17
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,SI,Alumnes avaluats,43
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,SI,No promocionen,2
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,SI,Promocionen al mes de juny,17
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,SI,Promocionen al mes de setembre,6
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,SI,Promocionen amb pendents,18
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,SI,Alumnes avaluats,41
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,SI,Promocionen al mes de juny,16
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,SI,Promocionen al mes de setembre,4
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,SI,Promocionen amb pendents,21
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,SI,Alumnes avaluats,40
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,SI,No promocionen,4
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,SI,Promocionen al mes de juny,16
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,SI,Promocionen al mes de setembre,3
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,SI,Promocionen amb pendents,17
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,SI,Alumnes avaluats,40
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,SI,No promocionen,4
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,SI,Promocionen al mes de juny,30
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,SI,Promocionen al mes de setembre,5
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,SI,S'ha expedit certificat,1
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,SI,Alumnes avaluats,41
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,SI,No promocionen,3
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,SI,Promocionen al mes de juny,25
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,SI,Promocionen al mes de setembre,9
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,SI,S'ha expedit certificat,4
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,,Alumnes avaluats,63
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,,No promocionen,4
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,,Promocionen al mes de juny,28
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,,Promocionen al mes de setembre,5
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,,Promocionen amb pendents,26
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,,Alumnes avaluats,66
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,,No promocionen,14
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,,Promocionen al mes de juny,20
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,,Promocionen al mes de setembre,7
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,,Promocionen amb pendents,25
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,,Alumnes avaluats,69
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,,No promocionen,8
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,,Promocionen al mes de juny,32
0208,BARCELONA COMARQUES,13,BARCELONÈS,08101,L'HOSPITALET DE LLOBREGAT,0810104,PÚBLIC,DEPARTAMENT D'ENSENYAMENT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,,Promocionen al mes de setembre,1
